Object ID,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Median Household Income in past 12 months (inflation-adjusted dollars to last year of 5-year range),Median Household Income in past 12 months (inflation-adjusted dollars to last year of 5-year range) - Margin of Error,"Median Household Income in past 12 months, Householder under 25 years","Median Household Income in past 12 months, Householder under 25 years - Margin of Error","Median Household Income in past 12 months, Householder 25 to 44 years","Median Household Income in past 12 months, Householder 25 to 44 years - Margin of Error","Median Household Income in past 12 months, Householder 45 to 64 years","Median Household Income in past 12 months, Householder 45 to 64 years - Margin of Error","Median Household Income in past 12 months, Householder 65 years and over","Median Household Income in past 12 months, Householder 65 years and over - Margin of Error","Median Household Income in past 12 months, Black or African American Alone Householder","Median Household Income in past 12 months, Black or African American Alone Householder - Margin of Error","Median Household Income in past 12 months, American Indian and Alaska Native Alone Householder","Median Household Income in past 12 months, American Indian and Alaska Native Alone Householder - Margin of Error","Median Household Income in past 12 months, Asian Alone Householder","Median Household Income in past 12 months, Asian Alone Householder - Margin of Error","Median Household Income in past 12 months, Native Hawaiian and Other Pacific Islander Alone Householder","Median Household Income in past 12 months, Native Hawaiian and Other Pacific Islander Alone Householder - Margin of Error","Median Household Income in past 12 months, Some Other Race Alone Householder","Median Household Income in past 12 months, Some Other Race Alone Householder - Margin of Error","Median Household Income in past 12 months, Two or More Races Householder","Median Household Income in past 12 months, Two or More Races Householder - Margin of Error","Median Household Income in past 12 months, White alone, not Hispanic Householder","Median Household Income in past 12 months, White alone, not Hispanic Householder - Margin of Error","Median Household Income in past 12 months, Hispanic or Latino Householder","Median Household Income in past 12 months, Hispanic or Latino Householder - Margin of Error",Total Households,Total Households - Margin of Error,Households with any self-employment income in past 12 months,Households with any self-employment income in past 12 months - Margin of Error,Households with no self-employment income in past 12 months,Households with no self-employment income in past 12 months - Margin of Error,Percent of households with any self-employment income,Percent of households with any self-employment income - Margin of Error,Shape__Area,Shape__Length,Place Name,Place FIPS
63,39035116400,840163,0,Census Tract 1164,Ohio,Cuyahoga County,16525,13149,0,0,15561,10449,0,0,52649,39260,16365,11940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,947,175,66,87,881,177,7,9.09618363301942,1500529.5390625,5145.05049999063,Cleveland city,16000
64,39035116500,808329,0,Census Tract 1165,Ohio,Cuyahoga County,23949,6176,0,0,32643,21494,16101,14111,24085,9031,24346,6450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1218,282,66,65,1152,286,5.4,5.18705249433758,1443747.88671875,5275.2464253939,Cleveland city,16000
65,39035116600,879025,0,Census Tract 1166,Ohio,Cuyahoga County,31528,7890,0,0,35791,17995,24531,20899,30278,6440,30139,9677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914,198,143,117,771,154,15.6,12.3440315722203,1570066.71484375,5785.46332810897,Cleveland city,16000
66,39035116700,1067560,0,Census Tract 1167,Ohio,Cuyahoga County,31769,4894,0,0,33320,7976,42917,20654,21667,3324,31580,4759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,102,10,12,555,102,1.8,2.09972126901373,1907580.140625,5982.04244056435,Cleveland city,16000
67,39035116800,873776,0,Census Tract 1168,Ohio,Cuyahoga County,36786,10752,0,0,60512,52674,36190,19365,34432,23282,36280,13034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,143,52,39,750,143,6.5,4.72342069555568,1560791.83984375,5594.5243479034,Cleveland city,16000
68,39035116900,707645,0,Census Tract 1169,Ohio,Cuyahoga County,33383,4233,0,0,33568,603,32500,27932,35272,20776,30893,15254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681,298,33,32,648,301,4.8,4.19331206835208,1264462.41015625,5077.6037574527,Cleveland city,16000
69,39035117101,958717,709439,Census Tract 1171.01,Ohio,Cuyahoga County,31372,7340,0,0,28057,17199,43750,32110,31993,16142,30502,4152,0,0,0,0,0,0,0,0,21942,8744,73875,41060,0,0,1220,255,170,94,1050,250,13.9,7.13322989013141,1714309.37109375,7046.1453871096,Cleveland city,16000
70,39035117102,989234,0,Census Tract 1171.02,Ohio,Cuyahoga County,33558,27192,0,0,68068,54849,26204,8621,48607,11677,29375,14058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,108,14,21,361,105,3.7,5.49581158337875,1768417.03515625,6110.72625755439,Cleveland city,16000
71,39035117201,825847,317419,Census Tract 1172.01,Ohio,Cuyahoga County,15152,2782,0,0,0,0,14173,7516,15248,3444,12479,2215,0,0,0,0,0,0,0,0,0,0,30107,22079,0,0,2043,350,150,148,1893,341,7.3,7.13421318180112,1477074.30078125,5304.53651714264,Cleveland city,16000
72,39035117300,1397232,0,Census Tract 1173,Ohio,Cuyahoga County,26154,4970,0,0,28977,15764,25804,12384,24375,7773,26298,4428,0,0,0,0,0,0,0,0,0,0,17250,6153,0,0,860,130,79,71,781,132,9.2,8.13819919990304,2497145.23828125,7272.74349589598,Cleveland city,16000
73,39035117400,748325,0,Census Tract 1174,Ohio,Cuyahoga County,29938,9659,0,0,42875,39924,28875,14276,39286,26925,32692,15361,0,0,0,0,0,0,0,0,0,0,24219,17286,0,0,635,106,75,61,560,123,11.8,9.40179570364599,1337674.94140625,5336.57605224772,Cleveland city,16000
74,39035117500,1258628,0,Census Tract 1175,Ohio,Cuyahoga County,27036,7555,0,0,27540,9603,43513,11376,13269,6515,25964,7275,0,0,0,0,0,0,0,0,45843,44490,28750,18187,0,0,1202,228,38,42,1164,222,3.2,3.44233482907785,2249335.19140625,6604.37783948085,Cleveland city,16000
75,39035117600,1730715,231832,Census Tract 1176,Ohio,Cuyahoga County,40169,4607,49909,13037,40872,3367,38843,20134,33276,14807,39674,4804,0,0,0,0,0,0,0,0,0,0,45227,16376,0,0,1688,273,136,83,1552,290,8.1,4.74126460643736,3095578.28125,9372.52287305903,Cleveland city,16000
76,39035117700,1882487,786421,Census Tract 1177,Ohio,Cuyahoga County,33871,17282,0,0,27031,19491,40833,30995,33984,14085,26536,1981,0,0,0,0,0,0,0,0,0,0,49677,17758,0,0,2566,389,346,209,2220,358,13.5,7.88429060963561,3367763.046875,9669.65127424535,Cleveland city,16000
77,39035117800,2278534,0,Census Tract 1178,Ohio,Cuyahoga County,35037,2910,0,0,37165,4666,34057,5109,19107,8311,36611,3588,0,0,0,0,0,0,0,0,0,0,18036,14037,0,0,931,114,66,42,865,116,7.1,4.42697457666871,4073919.0859375,10505.1368137696,Cleveland city,16000
78,39035117900,1189919,0,Census Tract 1179,Ohio,Cuyahoga County,35417,7272,0,0,27721,16389,39178,7914,58021,55247,35543,7126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991,191,131,98,860,201,13.2,9.5551710944136,2126535.41796875,8119.32220657913,Cleveland city,16000
79,39035118101,622707,0,Census Tract 1181.01,Ohio,Cuyahoga County,42679,17945,0,0,0,0,53833,40944,42125,28098,45197,19311,0,0,0,0,0,0,0,0,17250,3905,0,0,0,0,675,134,40,30,635,136,5.9,4.28592525121512,1111914.53125,4466.87468661591,Cleveland city,16000
80,39035118200,632085,0,Census Tract 1182,Ohio,Cuyahoga County,40549,19772,0,0,0,0,45125,27406,47625,9585,40701,21333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693,194,49,57,644,189,7.1,7.98338406342111,1128660.33203125,4387.71440597096,Cleveland city,16000
81,39035118301,932786,0,Census Tract 1183.01,Ohio,Cuyahoga County,44602,12705,0,0,57146,38858,45000,12550,37031,27474,46198,14677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,146,38,31,775,149,4.7,3.7195042093112,1665239.98828125,6865.79342002006,Cleveland city,16000
82,39035118602,435037,10330,Census Tract 1186.02,Ohio,Cuyahoga County,11994,6631,0,0,10708,7191,0,0,12500,12079,11570,3415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1056,155,0,12,1056,155,0,1.13636363636364,795021.55859375,4871.45927041858,Cleveland city,16000
83,39035118800,1153657,10715,Census Tract 1188,Ohio,Cuyahoga County,21203,6316,10032,4931,34087,23145,0,0,40250,24774,0,0,0,0,2499,0,0,0,0,0,0,0,28646,15487,32644,27362,1535,193,86,51,1449,195,5.6,3.24694004314237,2078050.73828125,7849.00355214408,Cleveland city,16000
84,39035118900,864733,0,Census Tract 1189,Ohio,Cuyahoga County,40000,36088,20987,18370,85337,31058,66208,35306,15324,3511,0,0,0,0,85288,47384,0,0,0,0,0,0,0,0,0,0,658,168,9,10,649,168,1.4,1.47908949621841,1543201.25390625,5213.57796165649,Cleveland city,16000
85,39035119401,697072,0,Census Tract 1194.01,Ohio,Cuyahoga County,39525,24142,0,0,75451,19521,72519,52859,17873,15381,39850,20287,0,0,0,0,0,0,0,0,13666,332,75844,17907,0,0,1293,327,62,44,1231,326,4.8,3.17953239880076,1243311.41796875,4995.69792677739,Cleveland city,16000
86,39035119402,422302,0,Census Tract 1194.02,Ohio,Cuyahoga County,28059,5077,0,0,28324,3565,23269,18499,26728,8760,27793,4766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737,96,22,21,715,98,3,2.82273481825706,753038.88671875,3607.77008974929,Cleveland city,16000
87,39035119501,508848,0,Census Tract 1195.01,Ohio,Cuyahoga County,52313,31552,37824,27859,51750,22401,0,0,93393,34488,50532,9513,0,0,0,0,0,0,0,0,0,0,86161,22722,0,0,1294,198,36,36,1258,202,2.8,2.74930952534191,907426.75,4946.14302502957,Cleveland city,16000
88,39035119502,345289,0,Census Tract 1195.02,Ohio,Cuyahoga County,25865,8129,0,0,51023,24105,0,0,27438,9658,24962,8640,0,0,0,0,0,0,0,0,3355,2086,38897,31432,0,0,1130,217,19,23,1111,220,1.7,2.00962362479844,615752,4606.03998784356,Cleveland city,16000
89,39035119600,1233273,0,Census Tract 1196,Ohio,Cuyahoga County,27800,10545,0,0,0,0,34919,24386,22089,8671,28600,8827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874,189,41,34,833,197,4.7,3.75556582337327,2198787.58203125,6279.6843870347,Cleveland city,16000
90,39035119701,527167,0,Census Tract 1197.01,Ohio,Cuyahoga County,28310,7987,0,0,28028,5266,0,0,0,0,28996,7338,0,0,0,0,0,0,0,0,0,0,15284,6576,0,0,964,208,23,36,941,208,2.4,3.69878677208803,939861.734375,4402.83422792166,Cleveland city,16000
91,39035119702,529612,0,Census Tract 1197.02,Ohio,Cuyahoga County,20597,10442,0,0,0,0,0,0,35179,33709,20795,10859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675,122,15,17,660,122,2.2,2.48628557210926,944230.51953125,3992.37784580878,Cleveland city,16000
92,39035119800,1008634,0,Census Tract 1198,Ohio,Cuyahoga County,40825,8741,0,0,39526,14532,42700,26717,43828,20638,37962,12185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168,281,8,18,1160,281,0.7,1.5322608555409,1797931.07421875,6091.73664004227,Cleveland city,16000
93,39035119900,571774,0,Census Tract 1199,Ohio,Cuyahoga County,25066,9612,0,0,0,0,29808,16150,20391,6899,21575,8758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905,184,64,85,841,189,7.1,9.28156000172458,1019167.12109375,4905.77035279902,Cleveland city,16000
94,39035120200,719706,0,Census Tract 1202,Ohio,Cuyahoga County,28289,10071,0,0,32031,23301,0,0,27417,12596,27730,10885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,113,46,50,654,122,6.6,7.06364473091841,1283154.26171875,5799.85904668411,Cleveland city,16000
95,39035120400,923992,0,Census Tract 1204,Ohio,Cuyahoga County,33526,4112,0,0,0,0,35082,4394,0,0,34086,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791,120,27,41,764,120,3.4,5.15738035582313,1646770.60546875,5933.04524366804,Cleveland city,16000
96,39035120500,735870,0,Census Tract 1205,Ohio,Cuyahoga County,43180,8604,0,0,43750,6317,38594,24401,45625,30167,43199,8619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,109,77,58,594,113,11.5,8.4404161505138,1311525.41796875,6397.17346355808,Cleveland city,16000
97,39035120600,910791,0,Census Tract 1206,Ohio,Cuyahoga County,33929,13746,0,0,38636,22940,0,0,28966,14035,37542,14866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016,202,28,46,988,205,2.8,4.49428169912236,1623179.91015625,5256.54723944773,Cleveland city,16000
98,39035120701,615651,0,Census Tract 1207.01,Ohio,Cuyahoga County,16144,6347,0,0,2499,0,2499,0,21000,16165,16144,6347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694,213,0,12,694,213,0,1.72910662824208,1097239.3828125,4845.30400785754,Cleveland city,16000
99,39035120702,622382,0,Census Tract 1207.02,Ohio,Cuyahoga County,34167,17092,0,0,29125,18080,0,0,26989,10341,44667,20327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556,86,70,42,486,94,12.6,7.29863283839074,1109070.69140625,4787.75501264718,Cleveland city,16000
100,39035120801,618011,0,Census Tract 1208.01,Ohio,Cuyahoga County,26051,6275,0,0,0,0,26618,17268,0,0,25885,9729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857,160,88,83,769,154,10.3,9.49331338747661,1101279.16015625,4746.22225833666,Cleveland city,16000
101,39035120802,637493,0,Census Tract 1208.02,Ohio,Cuyahoga County,16337,10357,0,0,0,0,2499,0,25795,14953,16199,8906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1008,361,135,182,873,346,13.4,17.4068134777362,1135989.1953125,4714.38186898168,Cleveland city,16000
102,39035121100,668112,0,Census Tract 1211,Ohio,Cuyahoga County,27292,6861,0,0,0,0,31250,13388,20903,7651,27422,6827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738,115,64,57,674,105,8.7,7.60444091734844,1190370.65234375,4436.41088675775,Cleveland city,16000
103,39035121200,462509,0,Census Tract 1212,Ohio,Cuyahoga County,32991,19295,0,0,30179,17641,48462,16778,0,0,32788,22927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,231,23,27,572,229,3.9,4.28246904825362,824026.6875,3797.30612274488,Cleveland city,16000
104,39035121300,1330164,0,Census Tract 1213,Ohio,Cuyahoga County,22672,9152,0,0,22364,13293,0,0,27917,8855,27889,7949,0,0,0,0,0,0,0,0,0,0,61406,22892,0,0,924,218,32,41,892,223,3.5,4.36135204462974,2369340.87890625,6828.22691470569,Cleveland city,16000
105,39035121401,782362,0,Census Tract 1214.01,Ohio,Cuyahoga County,40417,12533,0,0,0,0,0,0,56250,18807,40595,12793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579,93,11,20,568,94,1.9,3.44072609677366,1393671.58984375,6666.72614281976,Cleveland city,16000
106,39035121403,1026874,0,Census Tract 1214.03,Ohio,Cuyahoga County,31796,15818,31271,14377,0,0,58816,43174,29656,12617,31514,14447,0,0,0,0,0,0,0,0,0,0,0,0,50030,16170,1010,185,98,69,912,186,9.7,6.59645225180469,1828953.86328125,8348.06036387212,Cleveland city,16000
107,39035121500,879326,0,Census Tract 1215,Ohio,Cuyahoga County,31285,7514,0,0,0,0,26866,2320,38070,9513,29713,5987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,985,212,24,31,961,216,2.4,3.10320938018511,1566444.6796875,5155.98512304821,Cleveland city,16000
108,39035121700,1212821,0,Census Tract 1217,Ohio,Cuyahoga County,74196,27067,0,0,69821,66012,91750,38698,59444,31053,76100,27942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1662,268,204,158,1458,229,12.3,9.29829685562694,2160857.421875,6279.2180202739,Cleveland city,16000
109,39035121800,665199,0,Census Tract 1218,Ohio,Cuyahoga County,44397,10736,0,0,0,0,0,0,56417,17565,43211,9342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824,184,21,33,803,187,2.5,3.96421398174211,1185175.32421875,4337.75440450306,Cleveland city,16000
110,39035121900,716264,0,Census Tract 1219,Ohio,Cuyahoga County,44148,18765,0,0,56250,43654,26223,15804,56534,17739,48693,19073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579,105,0,12,579,105,0,2.07253886010363,1275837.05078125,4777.05652834036,Cleveland city,16000
111,39035122100,1615047,0,Census Tract 1221,Ohio,Cuyahoga County,48059,14508,0,0,76161,75776,60393,14979,32538,15178,46458,16921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1321,162,35,33,1286,162,2.6,2.47688666893903,2876754.8828125,7575.30467969495,Cleveland city,16000
112,39035122200,1882310,0,Census Tract 1222,Ohio,Cuyahoga County,42128,14411,0,0,37130,25498,60313,27769,41625,15080,40980,10146,0,0,0,0,0,0,0,0,0,0,55679,19920,0,0,826,145,138,110,688,122,16.7,12.9902304733036,3351835.0234375,9388.25076189248,Cleveland city,16000
113,39035122300,1541653,0,Census Tract 1223,Ohio,Cuyahoga County,24176,10313,0,0,0,0,24696,23457,23340,12052,24176,10313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845,167,60,61,785,174,7.1,7.0812241947951,2744881.046875,7148.51761663784,Cleveland city,16000
114,39035123100,1180857,0,Census Tract 1231,Ohio,Cuyahoga County,91602,17379,0,0,105729,25213,99267,8359,46869,16170,0,0,0,0,0,0,0,0,0,0,111406,64063,91797,16211,0,0,1217,200,112,61,1105,194,9.2,4.77870798682626,2104682.45703125,6308.7445547228,Cleveland city,16000
115,39035123200,1425415,0,Census Tract 1232,Ohio,Cuyahoga County,67037,11971,0,0,86089,23342,68750,21342,52201,13918,0,0,0,0,110809,81907,0,0,0,0,0,0,68348,11866,144063,132189,1370,154,265,147,1105,125,19.3,10.507312814406,2540520.16015625,7770.02917245806,Cleveland city,16000
116,39035123400,2520834,0,Census Tract 1234,Ohio,Cuyahoga County,82552,19373,0,0,118804,32237,92563,40558,63566,7251,0,0,0,0,86375,62536,0,0,0,0,0,0,91083,24787,0,0,1535,182,196,82,1339,178,12.8,5.12300078019931,4492091.23828125,13795.4263999154,Cleveland city,16000
117,39035123501,2025152,0,Census Tract 1235.01,Ohio,Cuyahoga County,46148,9597,0,0,35926,13945,53497,4729,46111,13012,48403,23087,0,0,0,0,0,0,0,0,53306,13288,47056,13841,35515,10744,1320,222,72,50,1248,223,5.5,3.67511698226149,3609334.4296875,8645.70644383025,Cleveland city,16000
118,39035123502,753608,0,Census Tract 1235.02,Ohio,Cuyahoga County,38117,9253,0,0,44926,32630,0,0,28295,7607,0,0,0,0,19674,10953,0,0,0,0,90871,55770,45769,32642,0,0,1335,225,142,73,1193,238,10.6,5.16595028797112,1342842.3515625,5580.14278444575,Cleveland city,16000
119,39035123601,1276781,0,Census Tract 1236.01,Ohio,Cuyahoga County,95872,9428,0,0,96029,19157,108056,30988,48281,11723,0,0,0,0,0,0,0,0,0,0,0,0,95049,10361,136332,41692,1313,177,162,146,1151,113,12.3,10.9944757786694,2273862.421875,7310.77251413899,Cleveland city,16000
120,39035123602,2293820,0,Census Tract 1236.02,Ohio,Cuyahoga County,46708,6017,0,0,47500,18750,52321,29598,40625,22301,0,0,0,0,0,0,0,0,0,0,51364,28381,57965,23881,11628,724,1427,258,55,37,1372,257,3.9,2.49745733516537,4085252.25390625,11231.3803508291,Cleveland city,16000
121,39035123603,1599584,0,Census Tract 1236.03,Ohio,Cuyahoga County,53185,7602,43750,13298,63750,22758,54554,11959,34052,15563,0,0,0,0,0,0,0,0,11607,780,0,0,55865,14063,54167,27388,1421,120,189,80,1232,131,13.3,5.51665768837809,2849492.25390625,9941.38859915137,Cleveland city,16000
122,39035123700,3490713,0,Census Tract 1237,Ohio,Cuyahoga County,85054,23610,0,0,89801,15801,77917,24838,40282,3821,103320,5969,0,0,0,0,0,0,53333,20139,0,0,75724,30510,54219,27779,1011,131,113,67,898,146,11.2,6.46691686006508,6214303.734375,12683.8313642538,Cleveland city,16000
123,39035123800,1325019,0,Census Tract 1238,Ohio,Cuyahoga County,23315,10266,0,0,15932,6611,37059,9207,16615,11937,10968,3479,0,0,0,0,0,0,0,0,24432,11213,58583,22494,24773,12366,916,78,33,29,883,82,3.6,3.15104094243326,2358837.3125,7116.18987804082,Cleveland city,16000
124,39035123900,853152,0,Census Tract 1239,Ohio,Cuyahoga County,54083,5078,0,0,62438,20044,54291,7589,40694,6018,0,0,0,0,0,0,0,0,0,0,0,0,62772,20181,52599,30101,1261,163,140,87,1121,188,11.1,6.74837816449367,1519996.25390625,5047.65980874334,Cleveland city,16000
125,39035124100,1153278,0,Census Tract 1241,Ohio,Cuyahoga County,55428,7918,0,0,54775,4242,58323,16690,67669,31156,55486,10927,0,0,56205,13656,0,0,69426,22910,50188,18782,48109,10549,68289,25390,1927,232,114,68,1813,233,5.9,3.45617495146715,2054822.20703125,5972.19294227253,Cleveland city,16000
126,39035124201,1584070,0,Census Tract 1242.01,Ohio,Cuyahoga County,35446,10472,0,0,39063,18054,41111,16334,21886,1869,0,0,0,0,0,0,0,0,0,0,67931,42951,35313,12025,51607,38821,1196,166,56,37,1140,169,4.7,3.02461522121393,2821562.3828125,7803.64195245863,Cleveland city,16000
127,39035124202,875939,0,Census Tract 1242.02,Ohio,Cuyahoga County,42045,6832,0,0,47500,11565,39583,23412,42569,9668,0,0,0,0,0,0,0,0,0,0,72798,46494,43317,5801,0,0,680,87,62,49,618,77,9.1,7.11083439278436,1559805.5703125,5876.004635394,Cleveland city,16000
128,39035124300,1463838,0,Census Tract 1243,Ohio,Cuyahoga County,58636,22054,0,0,73210,31694,39672,31845,54375,33318,46250,26027,0,0,0,0,0,0,70976,37268,0,0,58750,30290,73835,18514,1662,209,131,78,1531,217,7.9,4.58727796106249,2607069.5859375,6703.04409229354,Cleveland city,16000
129,39035124500,3557079,13438,Census Tract 1245,Ohio,Cuyahoga County,60688,12434,39033,26074,89706,21539,62228,18340,41667,27675,0,0,0,0,250001,0,0,0,58375,57042,0,0,60792,14868,39456,17304,1550,160,157,77,1393,179,10.1,4.85646245533705,6356365.50390625,11848.4525364631,Cleveland city,16000
130,39035124600,2822790,0,Census Tract 1246,Ohio,Cuyahoga County,39345,6472,43304,31052,41196,2350,35764,11128,27399,16859,41673,26627,0,0,0,0,0,0,0,0,32463,18860,38993,7167,30764,9269,1667,207,79,54,1588,199,4.7,3.18545165294094,5025284.9140625,12019.7336810851,Cleveland city,16000
131,39035126100,1775250,0,Census Tract 1261,Ohio,Cuyahoga County,38787,9146,0,0,39261,27307,0,0,38667,13325,37948,9736,0,0,0,0,0,0,0,0,0,0,51426,1927,0,0,1279,196,67,51,1212,197,5.2,3.90584723708458,3172306.95703125,8888.3080995261,Cleveland city,16000
132,39035127501,2209363,0,Census Tract 1275.01,Ohio,Cuyahoga County,44063,16922,0,0,32530,22797,50778,20775,47788,24862,43938,18905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1053,181,61,66,992,195,5.8,6.18820419612183,3936316.09375,10863.7822442709,Cleveland city,16000
133,39035130103,3625054,963540,Census Tract 1301.03,Ohio,Cuyahoga County,125357,25250,0,0,146635,54579,164500,59090,76991,21596,0,0,0,0,0,0,0,0,0,0,225806,85348,126429,24463,0,0,1608,148,182,77,1426,157,11.3,4.67386880386242,6465664.42578125,11671.8719729098,Bay Village city,04416
134,39035130104,4082459,2406530,Census Tract 1301.04,Ohio,Cuyahoga County,157466,18523,0,0,194375,83755,177581,23233,94792,28388,0,0,0,0,0,0,0,0,0,0,0,0,157844,19050,126667,79598,1539,146,224,75,1315,171,14.6,4.67359089744463,7280666.71875,12421.7045760904,Bay Village city,04416
135,39035130105,1679751,981449,Census Tract 1301.05,Ohio,Cuyahoga County,92174,7944,0,0,101500,39515,122589,12156,44183,16230,0,0,0,0,0,0,0,0,0,0,0,0,95633,9440,0,0,1534,154,126,52,1408,161,8.2,3.2880076692428,2995492.4609375,7314.56615569709,Bay Village city,04416
136,39035130106,2437788,2092802,Census Tract 1301.06,Ohio,Cuyahoga County,105924,15343,0,0,133462,35033,138631,42907,64048,22070,0,0,0,0,0,0,0,0,0,0,0,0,104261,13151,0,0,1405,162,253,108,1152,153,18,7.40111607510517,4347068.54296875,10202.3344605145,Bay Village city,04416
137,39035131103,3307633,0,Census Tract 1311.03,Ohio,Cuyahoga County,135117,22349,0,0,166750,47177,137375,41753,90341,26523,0,0,0,0,111875,19626,0,0,0,0,119107,94866,137159,28428,0,0,1821,186,272,96,1549,197,14.9,5.04623563243896,5900046.96875,10957.2946665882,Beachwood city,04500
138,39035131104,2449334,18806,Census Tract 1311.04,Ohio,Cuyahoga County,92663,47972,0,0,65167,52827,105139,81545,48056,17876,93841,34414,0,0,179077,1330,0,0,0,0,0,0,65438,33800,0,0,2369,290,220,99,2149,327,9.3,4.02138137834926,4402499.78125,9779.23770585638,Beachwood city,04500
139,39035132100,3905440,0,Census Tract 1321,Ohio,Cuyahoga County,57459,11895,0,0,79496,32466,71638,29508,25172,8264,61104,15073,0,0,0,0,0,0,0,0,0,0,39909,33725,0,0,2100,286,103,81,1997,307,4.9,3.79886183690678,6947600.9609375,11466.0774103082,Bedford city,04878
140,39035132200,3700707,30254,Census Tract 1322,Ohio,Cuyahoga County,64864,9253,0,0,69047,37212,59375,24108,59306,9499,69576,15784,0,0,0,0,0,0,0,0,0,0,58802,8413,0,0,1241,139,153,82,1088,156,12.3,6.46166794235141,6593132.1875,17602.69325249,Bedford city,04878
141,39035132301,4353392,48771,Census Tract 1323.01,Ohio,Cuyahoga County,48798,5507,70865,17255,46157,2725,60446,9869,48223,4256,48054,5954,0,0,0,0,0,0,0,0,0,0,48686,7218,0,0,1801,244,125,92,1676,246,6.9,5.02098261976903,7746837.08984375,20900.0245349051,Bedford city,04878
142,39035132302,1875328,46050,Census Tract 1323.02,Ohio,Cuyahoga County,53311,5703,0,0,70714,24070,54511,10739,38393,17364,54783,18636,0,0,0,0,0,0,0,0,48864,853,49946,11843,0,0,918,119,54,46,864,121,5.9,4.9525350421217,3385877.796875,13240.2299014378,Bedford city,04878
143,39035133103,3345716,0,Census Tract 1331.03,Ohio,Cuyahoga County,58431,14123,0,0,60617,43141,78984,26460,40457,16153,58125,15730,0,0,0,0,0,0,0,0,31429,5102,74250,36879,0,0,1698,169,73,86,1625,183,4.3,5.0466747567326,5953853.1171875,10935.9033814696,Bedford Heights city,04920
144,39035133104,3935665,0,Census Tract 1331.04,Ohio,Cuyahoga County,34333,7197,0,0,32975,12916,37303,28022,35635,19882,33138,11837,0,0,0,0,0,0,0,0,0,0,45774,23629,35921,33167,1925,279,165,116,1760,283,8.6,5.89652883388346,7003531.046875,11018.8061095375,Bedford Heights city,04920
145,39035134100,1797341,0,Census Tract 1341,Ohio,Cuyahoga County,55278,13155,0,0,76250,41094,50972,5691,35000,16082,0,0,0,0,0,0,0,0,0,0,0,0,57589,16300,0,0,676,109,49,31,627,114,7.2,4.43435752417909,3195579.3125,8779.33040422534,Berea city,05690
146,39035134203,3829857,0,Census Tract 1342.03,Ohio,Cuyahoga County,111400,15624,0,0,124408,25589,119728,37488,55667,21153,151500,18047,0,0,122083,58035,0,0,0,0,0,0,107366,15173,0,0,1226,104,100,53,1126,110,8.2,4.26727049785121,6807750.01953125,16523.9150704309,Berea city,05690
147,39035134204,2317741,0,Census Tract 1342.04,Ohio,Cuyahoga County,54006,5824,28000,15906,63594,18445,73636,26393,52961,10649,0,0,0,0,0,0,0,0,0,0,0,0,55027,7900,0,0,1717,200,57,36,1660,215,3.3,2.06071299117997,4119051.58984375,9446.62106485679,Berea city,05690
148,39035134205,1792336,0,Census Tract 1342.05,Ohio,Cuyahoga County,78079,15624,0,0,93676,14663,105729,27053,55345,14388,0,0,0,0,0,0,0,0,0,0,0,0,78250,17564,0,0,1047,109,51,34,996,115,4.9,3.20753369632594,3184010.80078125,9358.36566156856,Berea city,05690
