Object ID,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Median Household Income in past 12 months (inflation-adjusted dollars to last year of 5-year range),Median Household Income in past 12 months (inflation-adjusted dollars to last year of 5-year range) - Margin of Error,"Median Household Income in past 12 months, Householder under 25 years","Median Household Income in past 12 months, Householder under 25 years - Margin of Error","Median Household Income in past 12 months, Householder 25 to 44 years","Median Household Income in past 12 months, Householder 25 to 44 years - Margin of Error","Median Household Income in past 12 months, Householder 45 to 64 years","Median Household Income in past 12 months, Householder 45 to 64 years - Margin of Error","Median Household Income in past 12 months, Householder 65 years and over","Median Household Income in past 12 months, Householder 65 years and over - Margin of Error","Median Household Income in past 12 months, Black or African American Alone Householder","Median Household Income in past 12 months, Black or African American Alone Householder - Margin of Error","Median Household Income in past 12 months, American Indian and Alaska Native Alone Householder","Median Household Income in past 12 months, American Indian and Alaska Native Alone Householder - Margin of Error","Median Household Income in past 12 months, Asian Alone Householder","Median Household Income in past 12 months, Asian Alone Householder - Margin of Error","Median Household Income in past 12 months, Native Hawaiian and Other Pacific Islander Alone Householder","Median Household Income in past 12 months, Native Hawaiian and Other Pacific Islander Alone Householder - Margin of Error","Median Household Income in past 12 months, Some Other Race Alone Householder","Median Household Income in past 12 months, Some Other Race Alone Householder - Margin of Error","Median Household Income in past 12 months, Two or More Races Householder","Median Household Income in past 12 months, Two or More Races Householder - Margin of Error","Median Household Income in past 12 months, White alone, not Hispanic Householder","Median Household Income in past 12 months, White alone, not Hispanic Householder - Margin of Error","Median Household Income in past 12 months, Hispanic or Latino Householder","Median Household Income in past 12 months, Hispanic or Latino Householder - Margin of Error",Total Households,Total Households - Margin of Error,Households with any self-employment income in past 12 months,Households with any self-employment income in past 12 months - Margin of Error,Households with no self-employment income in past 12 months,Households with no self-employment income in past 12 months - Margin of Error,Percent of households with any self-employment income,Percent of households with any self-employment income - Margin of Error,Shape__Area,Shape__Length,Place Name,Place FIPS
234,39035161300,802121,0,Census Tract 1613,Ohio,Cuyahoga County,67840,12177,68080,37688,79659,15967,69505,13242,0,0,0,0,0,0,0,0,0,0,0,0,69167,33350,67953,11596,0,0,1416,218,142,72,1274,232,10,4.84469002490194,1430179.08203125,5957.69949890103,Lakewood city,41664
235,39035161400,932643,0,Census Tract 1614,Ohio,Cuyahoga County,82434,14829,58177,43249,85041,13763,99038,27138,32438,28221,31649,1265,0,0,0,0,0,0,0,0,0,0,86376,6158,42768,23898,1477,192,120,64,1357,190,8.1,4.20242670957085,1662909.6484375,6412.48445525256,Lakewood city,41664
236,39035161500,1012091,0,Census Tract 1615,Ohio,Cuyahoga County,76825,6063,75273,72474,93580,24088,77361,49431,62865,7769,0,0,0,0,0,0,0,0,0,0,76055,14186,83462,23987,60270,49287,1717,141,238,91,1479,147,13.9,5.17625958148046,1804507.3671875,6407.5761047512,Lakewood city,41664
237,39035161600,459445,0,Census Tract 1616,Ohio,Cuyahoga County,46694,20052,113355,37974,77803,43306,47031,38038,26250,12267,0,0,0,0,0,0,0,0,0,0,113454,62402,61563,20496,0,0,1008,93,124,68,884,90,12.3,6.64987159566461,819267.7265625,3705.2480830176,Lakewood city,41664
238,39035170101,1683169,0,Census Tract 1701.01,Ohio,Cuyahoga County,59194,18206,0,0,99096,6399,77375,47206,34587,10004,67639,13992,0,0,0,0,0,0,0,0,0,0,76908,30705,33957,443,1600,252,75,43,1525,247,4.7,2.5841046894231,3005794.7421875,7583.8965361454,Lyndhurst city,45556
239,39035170102,2844217,0,Census Tract 1701.02,Ohio,Cuyahoga County,98173,12339,0,0,99808,20300,121406,18205,60000,24824,99732,57014,0,0,0,0,0,0,0,0,0,0,95357,22037,0,0,2002,179,217,106,1785,195,10.8,5.20525504060445,5078947.55859375,10350.8094387604,Lyndhurst city,45556
240,39035170201,4371193,13440,Census Tract 1702.01,Ohio,Cuyahoga County,105234,17811,0,0,111382,5515,93571,44079,94905,25892,110565,61903,0,0,0,0,0,0,0,0,0,0,104583,21098,0,0,1099,167,255,106,844,141,23.2,8.97758869365184,7825611.0234375,11950.4730733485,Lyndhurst city,45556
241,39035170202,2580627,1195,Census Tract 1702.02,Ohio,Cuyahoga County,83207,6751,0,0,108438,16614,101375,34268,47674,10115,0,0,0,0,54722,41893,0,0,0,0,0,0,83447,5847,0,0,1956,215,122,51,1834,218,6.2,2.51561347738533,4608033.0703125,9366.2279959826,Lyndhurst city,45556
242,39035171102,2779762,0,Census Tract 1711.02,Ohio,Cuyahoga County,64954,14554,0,0,0,0,68600,7283,58013,35191,60854,19134,0,0,0,0,0,0,0,0,0,0,67222,6082,0,0,1957,248,89,74,1868,256,4.5,3.73712117734814,4946524.453125,11204.26231322,Maple Heights city,47306
243,39035171103,1907904,0,Census Tract 1711.03,Ohio,Cuyahoga County,36183,7818,0,0,32614,12673,40179,22248,40580,7759,34066,9194,0,0,0,0,0,0,0,0,37422,19708,42750,20045,0,0,1355,203,64,64,1291,209,4.7,4.66994052738053,3395852,9810.14587996181,Maple Heights city,47306
244,39035171104,1599814,0,Census Tract 1711.04,Ohio,Cuyahoga County,46333,11830,0,0,0,0,53568,12573,43760,4646,47000,11166,0,0,0,0,0,0,0,0,0,0,38542,19175,0,0,2096,283,129,112,1967,316,6.2,5.27850142209457,2847485.58984375,7573.50537286551,Maple Heights city,47306
245,39035171203,1814788,810,Census Tract 1712.03,Ohio,Cuyahoga County,61565,10187,0,0,65583,4119,50909,26633,0,0,60334,27070,0,0,0,0,0,0,0,0,68480,784,65081,23125,0,0,1482,399,7,11,1475,399,0.5,0.731265399575458,3230763.4375,8522.64924025191,Maple Heights city,47306
246,39035171204,1725487,0,Census Tract 1712.04,Ohio,Cuyahoga County,46875,7513,0,0,43672,11015,49815,13589,50524,9155,44778,8080,0,0,0,0,0,0,0,0,0,0,51319,17156,0,0,858,153,26,31,832,152,3,3.57241627681907,3069964.0546875,7421.19068153488,Maple Heights city,47306
247,39035171205,1788878,0,Census Tract 1712.05,Ohio,Cuyahoga County,46464,6392,0,0,45174,7650,49450,20419,0,0,46015,3401,0,0,0,0,0,0,0,0,0,0,50114,48044,79375,24161,1357,201,51,37,1306,203,3.8,2.66917007621419,3181893.2890625,8518.2689858368,Maple Heights city,47306
248,39035171206,1771507,0,Census Tract 1712.06,Ohio,Cuyahoga County,51023,12360,0,0,55852,21885,81991,15133,32712,6359,42250,21608,0,0,0,0,0,0,0,0,0,0,64095,20474,80375,36243,1039,138,49,59,990,146,4.7,5.64388341450791,3150205.15625,7624.68052446077,Maple Heights city,47306
249,39035172101,1278499,0,Census Tract 1721.01,Ohio,Cuyahoga County,75363,9313,0,0,87813,29116,92344,19135,52386,15639,0,0,0,0,0,0,0,0,0,0,0,0,78689,10559,0,0,1093,117,188,90,905,114,17.2,8.02572655333731,2282898.9375,6046.11586789038,Mayfield Heights city,48482
250,39035172102,1770896,0,Census Tract 1721.02,Ohio,Cuyahoga County,74654,11244,0,0,87778,13219,79596,21499,27096,23286,58849,22526,0,0,0,0,0,0,0,0,0,0,76950,12628,76833,70462,1711,224,116,58,1595,224,6.8,3.27156814558074,3162166.8828125,7439.13570392588,Mayfield Heights city,48482
251,39035172201,2314272,0,Census Tract 1722.01,Ohio,Cuyahoga County,74171,7462,70208,58623,92742,26490,86851,10068,36183,12535,88333,32792,0,0,110234,102859,0,0,0,0,0,0,74474,8733,0,0,1729,258,117,61,1612,269,6.8,3.38046446404286,4131109.48046875,9220.22176024063,Mayfield Heights city,48482
252,39035172202,3845009,24687,Census Tract 1722.02,Ohio,Cuyahoga County,46040,2193,0,0,45163,23292,103393,28072,45024,13299,29088,28710,0,0,0,0,0,0,0,0,45725,12324,67308,39724,0,0,2550,389,191,122,2359,387,7.5,4.64586618755197,6906193.12890625,13213.2568034679,Mayfield Heights city,48482
253,39035173103,3303389,0,Census Tract 1731.03,Ohio,Cuyahoga County,74894,10832,0,0,83036,17407,85704,17749,53750,21097,0,0,0,0,0,0,0,0,0,0,143242,31651,74734,13365,0,0,1418,242,171,86,1247,258,12.1,5.70501013578442,5871662.67578125,12280.798492898,Middleburg Heights city,49644
254,39035173104,7389704,29356,Census Tract 1731.04,Ohio,Cuyahoga County,69628,11927,0,0,78721,12696,91111,26844,57250,11184,77820,46754,0,0,0,0,0,0,0,0,86543,29547,68497,9154,86463,7830,2118,142,118,72,2000,163,5.6,3.37885002585229,13188786.0625,16435.5224093635,Middleburg Heights city,49644
255,39035173105,1669962,0,Census Tract 1731.05,Ohio,Cuyahoga County,82292,18176,0,0,140313,32860,114099,4609,58839,13592,0,0,0,0,0,0,0,0,0,0,0,0,82135,16994,0,0,924,83,86,34,838,89,9.3,3.58341603406204,2966544.11328125,7215.4821198879,Middleburg Heights city,49644
256,39035173106,2349595,0,Census Tract 1731.06,Ohio,Cuyahoga County,70764,11917,46250,35971,100761,20834,66875,18423,31318,6283,30699,12357,0,0,98750,33026,0,0,0,0,0,0,56967,9336,76685,27561,1847,183,78,61,1769,180,4.2,3.27604054413015,4174042.72265625,8610.83595585187,Middleburg Heights city,49644
257,39035173107,6170298,0,Census Tract 1731.07,Ohio,Cuyahoga County,75563,17517,0,0,129602,30876,84103,1767,47534,35488,0,0,0,0,0,0,0,0,0,0,0,0,82510,16394,0,0,1167,211,29,22,1138,213,2.5,1.83085079549612,10962569.5390625,16873.6671463968,Middleburg Heights city,49644
258,39035174103,5240365,0,Census Tract 1741.03,Ohio,Cuyahoga County,75795,16615,0,0,111023,29654,71571,45455,66641,20235,0,0,0,0,0,0,0,0,0,0,0,0,75341,17099,0,0,1115,165,89,48,1026,172,8,4.13971103085246,9323872.70703125,18674.6002167323,North Olmsted city,56882
259,39035174104,1936588,0,Census Tract 1741.04,Ohio,Cuyahoga County,88807,8916,0,0,132813,19104,93750,25501,66563,22258,0,0,0,0,78750,27250,0,0,0,0,0,0,90368,11869,0,0,829,98,108,51,721,90,13,5.95610328015879,3447422.86328125,8484.18018416548,North Olmsted city,56882
260,39035174105,2560878,0,Census Tract 1741.05,Ohio,Cuyahoga County,109479,18910,0,0,144167,35629,85417,25072,132031,76633,0,0,0,0,0,0,0,0,0,0,0,0,113333,18916,91250,5251,1064,154,118,68,946,138,11.1,6.18611675375985,4558871.88671875,8841.25530159605,North Olmsted city,56882
261,39035174106,2023636,0,Census Tract 1741.06,Ohio,Cuyahoga County,79679,14893,0,0,86250,18715,109866,16806,39531,24109,0,0,0,0,128625,90962,0,0,0,0,106000,8668,77821,19980,105600,31680,1240,99,133,70,1107,115,10.7,5.57983307427537,3603177.921875,9536.11165774326,North Olmsted city,56882
262,39035174107,2130721,0,Census Tract 1741.07,Ohio,Cuyahoga County,88650,15909,0,0,82000,31561,117330,39843,62672,12277,0,0,0,0,0,0,0,0,0,0,0,0,90625,16749,0,0,1723,250,118,56,1605,258,6.8,3.0945146410846,3794916.78515625,8330.82238260868,North Olmsted city,56882
263,39035174203,3148723,0,Census Tract 1742.03,Ohio,Cuyahoga County,103839,13665,0,0,119722,25768,109659,43982,77604,16114,0,0,0,0,0,0,0,0,0,0,103929,43524,98750,16934,0,0,1131,90,115,65,1016,105,10.2,5.68988404645877,5599717.6484375,13465.308576742,North Olmsted city,56882
264,39035174204,3331564,0,Census Tract 1742.04,Ohio,Cuyahoga County,102102,12227,0,0,93808,9988,111250,23056,84453,16091,0,0,0,0,100833,15027,0,0,0,0,165052,129736,101750,15201,140625,55556,1340,199,172,70,1168,204,12.8,4.86366858770357,5926626.703125,11122.6963437809,North Olmsted city,56882
265,39035174205,4639849,0,Census Tract 1742.05,Ohio,Cuyahoga County,63455,14909,35000,20193,71308,26808,75475,25477,41128,10439,0,0,0,0,0,0,0,0,0,0,180000,101455,70403,19219,0,0,2221,240,271,220,1950,173,12.2,9.81730265852921,8255546.22265625,13634.2508103481,North Olmsted city,56882
266,39035174206,1519604,0,Census Tract 1742.06,Ohio,Cuyahoga County,59369,4539,0,0,44773,18986,83405,13228,52750,35626,0,0,0,0,138750,83860,0,0,0,0,160592,92580,59872,7297,58882,31691,1092,127,112,91,980,122,10.3,8.24752173115938,2704790.1640625,9662.59046946385,North Olmsted city,56882
267,39035174207,3699770,0,Census Tract 1742.07,Ohio,Cuyahoga County,65966,12247,0,0,72539,26906,88182,21013,48260,17550,0,0,0,0,0,0,0,0,0,0,0,0,69167,8978,0,0,1385,104,130,69,1255,88,9.4,4.93184059274484,6584781.0703125,14219.6237680609,North Olmsted city,56882
268,39035175105,7097505,7861,Census Tract 1751.05,Ohio,Cuyahoga County,107404,15138,0,0,142739,6948,110134,40508,86250,23987,66000,35001,0,0,178906,11710,0,0,0,0,0,0,106779,15534,0,0,1852,218,145,62,1707,227,7.8,3.2183790864414,12610589.1875,17511.4654368119,North Royalton city,57008
269,39035175106,3680158,5253,Census Tract 1751.06,Ohio,Cuyahoga County,111528,15209,0,0,119545,3865,121406,45893,84500,35408,0,0,0,0,92750,29647,0,0,0,0,0,0,112500,13192,0,0,1037,90,62,45,975,87,6,4.30830558223881,6544144.65234375,12061.351149099,North Royalton city,57008
270,39035175201,15626751,0,Census Tract 1752.01,Ohio,Cuyahoga County,86173,9537,70482,65307,76719,30732,148211,22869,62466,28776,0,0,0,0,0,0,0,0,0,0,147914,68643,85360,10797,113750,88963,2769,237,251,127,2518,277,9.1,4.52039624374235,27708755.4609375,21694.6433068144,North Royalton city,57008
271,39035175202,12279964,16471,Census Tract 1752.02,Ohio,Cuyahoga County,57500,20467,46500,44387,73875,22427,85556,79666,38919,5717,0,0,0,0,0,0,0,0,0,0,0,0,56926,26058,0,0,1492,301,185,97,1307,281,12.4,6.00082692540318,21802083.5429688,19068.7549984658,North Royalton city,57008
272,39035176100,4301379,0,Census Tract 1761,Ohio,Cuyahoga County,109592,8830,0,0,141500,39502,109813,27164,82868,40339,0,0,0,0,0,0,0,0,0,0,0,0,109494,8168,0,0,841,127,78,29,763,126,9.3,3.15103101114195,7645739.8046875,17958.1215444556,Olmsted Falls city,58422
273,39035176200,5416214,0,Census Tract 1762,Ohio,Cuyahoga County,84174,17548,0,0,91836,11248,97738,31386,49762,15315,50344,25064,0,0,0,0,0,0,0,0,125586,90105,84375,15786,125534,93196,2365,211,224,117,2141,246,9.5,4.87444249124195,9621941.41015625,17938.6766186747,Olmsted Falls city,58422
274,39035177101,5001872,19584,Census Tract 1771.01,Ohio,Cuyahoga County,57738,17280,37569,28043,39102,25525,85197,7447,52601,31306,28866,14824,0,0,0,0,0,0,0,0,0,0,63466,16049,0,0,2190,271,46,39,2144,278,2.1,1.76175155658768,8934323.89453125,13402.5395415806,Parma city,61000
275,39035177103,1975664,18388,Census Tract 1771.03,Ohio,Cuyahoga County,63949,8588,50896,29064,57113,20748,75056,17327,80897,12394,0,0,0,0,0,0,0,0,0,0,62969,37517,70250,13880,63555,45150,2034,173,157,105,1877,161,7.7,5.12032527695262,3548283.2734375,9507.08943731312,Parma city,61000
276,39035177104,1426648,0,Census Tract 1771.04,Ohio,Cuyahoga County,68452,15194,0,0,68229,35700,79336,37379,41705,28061,0,0,0,0,0,0,0,0,0,0,0,0,67798,14569,105758,78052,1376,111,106,69,1270,135,7.7,4.97588035229019,2538646.80859375,9254.12448823687,Parma city,61000
277,39035177201,1117585,0,Census Tract 1772.01,Ohio,Cuyahoga County,65792,12836,0,0,79041,17586,85057,25266,38690,14058,0,0,0,0,0,0,0,0,0,0,101161,43224,63831,7084,0,0,1543,156,71,60,1472,166,4.6,3.86060023161303,1988381.94921875,7259.48777367513,Parma city,61000
278,39035177202,1171107,0,Census Tract 1772.02,Ohio,Cuyahoga County,63472,6348,0,0,61500,10310,75444,16345,45000,24541,133125,70125,0,0,0,0,0,0,0,0,0,0,62063,5958,57008,24701,1288,125,85,67,1203,132,6.6,5.16228471865697,2084002.23828125,5820.70012115041,Parma city,61000
279,39035177302,1864075,0,Census Tract 1773.02,Ohio,Cuyahoga County,66094,10920,0,0,83750,34116,69250,12716,51098,15963,0,0,0,0,0,0,0,0,0,0,0,0,62266,10373,72344,53842,1070,115,101,62,969,130,9.4,5.70489056210888,3315602.0078125,7841.34086885888,Parma city,61000
280,39035177303,1621432,0,Census Tract 1773.03,Ohio,Cuyahoga County,59800,11370,0,0,64471,17540,59792,25576,50817,49678,0,0,0,0,0,0,0,0,0,0,0,0,60096,11681,0,0,2338,262,116,79,2222,266,5,3.33289913015814,2885530.26171875,8092.58635960499,Parma city,61000
281,39035177304,1640436,7663,Census Tract 1773.04,Ohio,Cuyahoga County,53794,7104,0,0,61615,8608,56042,11301,37989,5054,52035,26284,0,0,61281,17900,0,0,28854,13371,77932,49045,52522,5597,29531,18923,1691,153,104,70,1587,172,6.2,4.10199023685255,2932369.375,8636.40805942928,Parma city,61000
282,39035177403,981750,12834,Census Tract 1774.03,Ohio,Cuyahoga County,71929,5802,60500,46840,83403,11856,85625,18199,37672,11707,0,0,0,0,0,0,0,0,0,0,0,0,72969,7692,0,0,1183,107,78,71,1105,95,6.6,5.97198831067633,1769128.296875,6115.69843835805,Parma city,61000
283,39035177404,935628,15631,Census Tract 1774.04,Ohio,Cuyahoga County,66133,13825,0,0,66420,28646,101250,18974,42963,16993,0,0,0,0,0,0,0,0,0,0,0,0,78143,25881,0,0,1165,160,100,59,1065,166,8.6,4.92525863791363,1691536.73046875,5400.81381657837,Parma city,61000
284,39035177405,1819181,0,Census Tract 1774.05,Ohio,Cuyahoga County,75310,9290,114333,73423,85221,5089,60000,6879,61042,24521,0,0,0,0,0,0,0,0,0,0,85678,34133,73821,8655,85614,58139,2017,285,96,60,1921,294,4.8,2.89769695002449,3235215.6484375,7574.33213508705,Parma city,61000
285,39035177406,1400908,0,Census Tract 1774.06,Ohio,Cuyahoga County,74132,7836,0,0,73929,10582,100227,29867,56452,13747,0,0,0,0,0,0,0,0,0,0,0,0,75391,7252,0,0,1435,146,145,76,1290,145,10.1,5.19542943286184,2491982.7421875,7991.16001857026,Parma city,61000
286,39035177501,1745199,0,Census Tract 1775.01,Ohio,Cuyahoga County,60724,10651,0,0,96387,6563,62401,17510,51316,11012,0,0,0,0,0,0,0,0,0,0,61853,39104,62500,14483,53889,46110,1874,232,179,102,1695,231,9.6,5.3128976145793,3103932.4921875,8231.36571021466,Parma city,61000
287,39035177503,5367100,0,Census Tract 1775.03,Ohio,Cuyahoga County,76364,16384,0,0,93385,14093,94167,23771,61599,8789,0,0,0,0,160598,128109,0,0,0,0,85556,59873,74844,17908,53261,40200,1406,181,127,70,1279,188,9,4.84096466368683,9540121.6796875,16299.463997286,Parma city,61000
288,39035177504,2066639,0,Census Tract 1775.04,Ohio,Cuyahoga County,74034,9811,0,0,90866,2157,98151,23885,57708,17750,0,0,0,0,0,0,0,0,0,0,78500,46377,72841,8708,0,0,1620,154,48,34,1572,161,3,2.07977919880208,3672876.18359375,8737.5475976351,Parma city,61000
289,39035177505,3670778,1993,Census Tract 1775.05,Ohio,Cuyahoga County,82518,9415,17303,9483,117708,27104,89702,10560,52442,5685,89643,83986,0,0,0,0,0,0,0,0,0,0,82799,8751,0,0,1845,189,161,82,1684,183,8.7,4.3536200021996,6524356.53125,11472.2992525552,Parma city,61000
290,39035177604,2244977,6527,Census Tract 1776.04,Ohio,Cuyahoga County,77399,12163,0,0,87750,15100,90625,13376,51625,17571,0,0,0,0,0,0,0,0,0,0,0,0,82917,12219,0,0,863,107,69,39,794,110,8,4.40905160933344,4000670.67578125,9908.20968908065,Parma city,61000
291,39035177605,2464876,0,Census Tract 1776.05,Ohio,Cuyahoga County,70655,9447,0,0,79327,20317,70184,23520,66406,11050,0,0,0,0,0,0,0,0,0,0,0,0,70387,8690,0,0,1022,117,150,71,872,121,14.7,6.74090551709137,4378674.39453125,9554.00280559781,Parma city,61000
292,39035177606,3174130,29131,Census Tract 1776.06,Ohio,Cuyahoga County,58661,8497,48333,40782,62396,30998,89167,12203,40323,10820,0,0,0,0,54844,43959,0,0,0,0,0,0,63571,10582,123185,88864,1572,135,97,62,1475,143,6.2,3.90825973488105,5693072.890625,11691.2972029516,Parma city,61000
293,39035177607,3019443,1194,Census Tract 1776.07,Ohio,Cuyahoga County,61163,11543,56250,40059,51369,19077,74750,33928,45833,22935,36719,26376,0,0,0,0,0,0,0,0,0,0,62267,9485,0,0,1598,169,166,135,1432,120,10.4,8.37632305445376,5366035.8515625,9502.07803907869,Parma city,61000
294,39035177608,4436725,2289,Census Tract 1776.08,Ohio,Cuyahoga County,52344,4471,0,0,69848,22099,52473,10652,36979,2947,50989,1631,0,0,98098,33056,0,0,0,0,0,0,54283,8682,55645,32113,2718,492,115,83,2603,503,4.2,2.95611232804759,7891358.828125,14147.5944549091,Parma city,61000
295,39035177609,2712896,6003,Census Tract 1776.09,Ohio,Cuyahoga County,79615,20177,0,0,102857,33523,114464,59133,56875,22892,0,0,0,0,0,0,0,0,0,0,0,0,78942,19023,0,0,698,83,75,37,623,88,10.7,5.14456976682433,4830443.23046875,10090.887733446,Parma city,61000
296,39035178101,1812413,303,Census Tract 1781.01,Ohio,Cuyahoga County,47222,25417,0,0,78571,24390,52000,29184,34121,3801,0,0,0,0,0,0,0,0,0,0,0,0,46944,25692,0,0,1252,186,71,64,1181,191,5.7,5.04191752667681,3223310.12890625,7538.37912664202,Parma Heights city,61028
297,39035178102,2199467,0,Census Tract 1781.02,Ohio,Cuyahoga County,60818,7017,0,0,73051,24644,56875,25053,43917,18655,56005,23029,0,0,0,0,0,0,0,0,0,0,61830,9203,250001,0,2219,234,238,108,1981,226,10.7,4.73381380920328,3912207.3359375,8527.29432145801,Parma Heights city,61028
298,39035178201,2045071,0,Census Tract 1782.01,Ohio,Cuyahoga County,58594,12433,0,0,64120,14084,70750,29875,45982,16957,0,0,0,0,0,0,0,0,0,0,0,0,61176,13500,53403,30778,1573,193,131,93,1442,176,8.3,5.82330066881338,3636762.828125,8568.39811645717,Parma Heights city,61028
299,39035178204,1592203,0,Census Tract 1782.04,Ohio,Cuyahoga County,42519,8378,66346,9585,53914,22636,40294,9348,27880,12880,0,0,0,0,30044,2736,0,0,0,0,0,0,48856,7590,0,0,2289,223,75,66,2214,229,3.3,2.86563133810057,2830250.171875,6894.95042398378,Parma Heights city,61028
300,39035178205,1152685,0,Census Tract 1782.05,Ohio,Cuyahoga County,75846,4605,0,0,77083,28639,79464,20778,74500,11088,0,0,0,0,41042,3886,0,0,0,0,71042,70744,76618,7616,0,0,697,77,40,28,657,83,5.7,3.96687296742404,2049276.8125,6281.88840137667,Parma Heights city,61028
301,39035178206,2067326,0,Census Tract 1782.06,Ohio,Cuyahoga County,76667,15016,0,0,93558,9760,76250,37348,44740,20584,0,0,0,0,0,0,0,0,0,0,0,0,78039,8543,93846,21918,1304,166,67,44,1237,173,5.1,3.31023183337373,3674527.31640625,8786.58575007924,Parma Heights city,61028
302,39035179101,8359884,19631,Census Tract 1791.01,Ohio,Cuyahoga County,178042,25248,0,0,250001,0,235230,77022,129167,31447,172813,134013,0,0,0,0,0,0,0,0,190625,123615,174009,32985,227813,196632,1607,100,252,129,1355,113,15.7,7.96784867181939,14942346.7148438,16680.8942353828,Pepper Pike city,61686
303,39035179102,10082890,66384,Census Tract 1791.02,Ohio,Cuyahoga County,237917,33737,0,0,250001,0,212019,85220,210536,60743,229103,5837,0,0,250001,0,0,0,0,0,0,0,236750,67216,0,0,983,106,196,70,787,120,19.9,6.78871245791613,18096867.4921875,19730.9459176503,Pepper Pike city,61686
304,39035180102,4172565,0,Census Tract 1801.02,Ohio,Cuyahoga County,64688,15457,0,0,100850,8982,88750,15837,41732,10239,87794,25323,0,0,88099,34098,0,0,0,0,0,0,45227,14605,210243,147399,1921,226,99,68,1822,218,5.2,3.4875127215073,7455504.51171875,14318.9934779089,Richmond Heights city,66894
305,39035180103,4816820,18869,Census Tract 1801.03,Ohio,Cuyahoga County,81364,7562,0,0,88750,31736,85750,9390,61406,20473,82774,18898,0,0,0,0,0,0,0,0,0,0,82835,7658,0,0,1382,152,64,41,1318,154,4.6,2.92266495951764,8645008.80078125,16450.6116950251,Richmond Heights city,66894
306,39035180104,2491259,0,Census Tract 1801.04,Ohio,Cuyahoga County,38590,2738,0,0,39324,3473,46607,18466,24453,21461,39654,6392,0,0,0,0,0,0,0,0,0,0,25929,11425,0,0,1680,210,29,30,1651,216,1.7,1.77263001591637,4454299.32421875,12062.0828274654,Richmond Heights city,66894
307,39035181100,4029466,2261100,Census Tract 1811,Ohio,Cuyahoga County,111705,30019,0,0,116635,92598,156635,51589,70632,16286,0,0,0,0,58750,45422,0,0,0,0,0,0,114779,26915,0,0,3032,328,338,126,2694,355,11.1,3.97684323747785,7185080.87890625,12476.7809498775,Rocky River city,68056
308,39035181201,3858116,0,Census Tract 1812.01,Ohio,Cuyahoga County,82710,11456,16609,1844,114355,23591,99545,39915,42165,21628,0,0,0,0,82841,38213,0,0,0,0,210825,60487,79772,10809,0,0,2765,240,320,158,2445,294,11.6,5.62529495699892,6875687.828125,11582.8716297249,Rocky River city,68056
309,39035181203,1717538,0,Census Tract 1812.03,Ohio,Cuyahoga County,94764,16904,0,0,140625,40649,91129,18262,90729,26580,0,0,0,0,0,0,0,0,0,0,0,0,95208,18075,0,0,1347,121,188,77,1159,130,14,5.57722503629231,3062165.20703125,9129.8937585914,Rocky River city,68056
310,39035181204,2644438,0,Census Tract 1812.04,Ohio,Cuyahoga County,86010,11402,0,0,99938,36446,109531,56861,56370,11160,0,0,0,0,123201,98065,0,0,135446,117520,0,0,86146,12032,0,0,2549,257,237,106,2312,261,9.3,4.05145424107449,4713064.890625,13551.0673104422,Rocky River city,68056
311,39035182103,2369846,13656,Census Tract 1821.03,Ohio,Cuyahoga County,102500,13488,0,0,118750,16815,110357,22147,58417,13127,0,0,0,0,0,0,0,0,0,0,0,0,104485,10481,131563,129689,1134,106,96,49,1038,110,8.5,4.24791128575824,4240371.0625,10685.336486084,Seven Hills city,71416
312,39035182104,2904709,1134,Census Tract 1821.04,Ohio,Cuyahoga County,103083,19002,0,0,112781,18300,124792,18434,57788,15081,0,0,0,0,196319,33096,0,0,0,0,0,0,96250,16537,0,0,979,97,70,43,909,101,7.2,4.33472667902712,5167569.57421875,10774.9133954755,Seven Hills city,71416
313,39035182105,3471799,1572,Census Tract 1821.05,Ohio,Cuyahoga County,90750,5861,0,0,138810,36175,91080,21184,81625,18387,0,0,0,0,0,0,0,0,0,0,0,0,90950,5420,0,0,1384,115,280,89,1104,120,20.2,6.20702089182748,6173914.08984375,10255.8145619063,Seven Hills city,71416
314,39035182106,3947673,0,Census Tract 1821.06,Ohio,Cuyahoga County,82500,10403,0,0,102989,14531,92426,13774,63224,5441,0,0,0,0,0,0,0,0,0,0,0,0,82332,9129,0,0,1360,131,71,40,1289,136,5.2,2.89786910258414,7013409.71484375,10580.152128337,Seven Hills city,71416
315,39035183100,1931086,33466,Census Tract 1831,Ohio,Cuyahoga County,60357,9702,0,0,33917,31914,69736,50125,46497,16599,46636,18834,0,0,58524,1530,0,0,0,0,93750,15651,72308,39036,0,0,1632,275,158,60,1474,277,9.7,3.29470858695788,3503457.3203125,10110.5774958816,Shaker Heights city,71682
316,39035183200,2856069,34659,Census Tract 1832,Ohio,Cuyahoga County,250001,0,0,0,250001,0,250001,0,197917,103585,165208,111652,0,0,250001,0,0,0,0,0,0,0,250001,0,0,0,971,167,219,58,752,169,22.6,4.54231165300425,5154559.1640625,10219.4760528373,Shaker Heights city,71682
317,39035183300,3848960,0,Census Tract 1833,Ohio,Cuyahoga County,164167,23520,0,0,168750,110782,190156,53716,158114,36842,150913,26215,0,0,0,0,0,0,109868,23493,39583,37244,180750,30408,120259,21307,1666,147,332,97,1334,167,19.9,5.55047007575246,6863119.37109375,11252.0806682185,Shaker Heights city,71682
